순위,분류,관련 키워드,언급건수
1,기타가족,가족,3661
2,친구,친구,2817
3,회사동료,직원,2399
4,친구,지인,1510
5,기타가족,엄마,1360
6,친구,친구들,1210
7,배우자,남편,1160
8,기타가족,가정,1082
9,부모님,부모,949
10,싱글,혼자,927
11,부모님,부모님,739
12,자녀,아들,622
13,회사동료,동료,592
14,배우자,신랑,574
15,부모님,아빠,568
16,자녀,자녀,517
17,회사동료,대리,510
18,기타가족,동생,496
19,자녀,학생,474
20,기타가족,언니,472
21,회사동료,직원들,455
22,기타가족,오빠,439
23,자녀,청소년,402
24,연인,커플,400
25,배우자,아내,392
26,연인,연인,347
27,자녀,애들,306
28,부모님,어머니,303
29,배우자,부인,295
30,부모님,아버지,287
31,연인,남자친구,282
32,기타가족,동서,275
33,부모님,할머니,272
34,기타가족,장모,257
35,기타가족,이모,249
36,회사동료,직장동료,232
37,기타가족,친척,223
38,기타가족,고모,216
39,기타가족,조카,203
40,연인,남친,201
41,싱글,혼자서,194
42,자녀,딸,192
42,기타가족,식구,192
44,학생,중2,184
45,회사동료,부장,183
46,배우자,배우자,172
47,자녀,장남,166
48,부모님,할아버지,154
49,회사동료,사원,151
50,친구,프렌,148
51,기타가족,효자,144
52,부모님,어머님,143
53,부모님,시부,134
53,학생,초등학생,134
55,싱글,싱글,133
56,기타가족,장인,127
57,배우자,와이프,125
58,싱글,홀로,122
59,학생,대학생,120
60,기타가족,형제,117
60,기타가족,패밀리,117
62,회사동료,임원,115
62,기타가족,막내,115
64,기타가족,자매,114
65,연인,여자친구,106
65,배우자,남편이랑,106
67,기타가족,시댁,100
68,기타가족,이모님,96
69,배우자,신부,90
70,학생,중1,81
71,기타가족,형님,79
72,자녀,자식,74
73,학생,초딩,73
74,회사동료,차장,72
75,학생,고등학생,71
75,기타가족,형,71
75,기타가족,여동생,71
78,친구,동창,70
79,부모님,아버님,66
80,자녀,딸아이,64
81,기타가족,사촌,63
81,기타가족,누나,63
83,기타가족,온가족,60
84,부모님,친정엄마,59
85,자녀,워킹맘,56
85,부모님,엄마아빠,56
87,기타가족,처제,54
88,회사동료,회사동료,53
89,부모님,시부모,52
90,부모님,아비,43
91,싱글,나혼자,42
91,부모님,엄빠,42
93,연인,남친이,41
93,학생,중학생,41
93,친구,칭구,41
96,부모님,시부모님,40
96,기타가족,손자,40
98,부모님,아부지,39
98,회사동료,회사직원,39
100,기타가족,사위,37
100,기타가족,며느리,37
102,기타가족,손녀,36
103,부모님,외할머니,35
104,기타가족,삼촌,33
104,자녀,딸래미,33
106,연인,여친,32
106,친구,절친,32
106,기타가족,형부,32
106,자녀,아드님,32
110,배우자,집사람,31
111,자녀,큰딸,30
111,기타가족,남동생,30
113,자녀,우리아이,29
114,부모님,시어머니,28
114,자녀,우리딸,28
114,자녀,딸램,28
117,부모님,울엄마,27
117,자녀,따님,27
117,부모님,장모님,27
120,싱글,나홀로,26
120,부모님,모녀,26
120,연인,남치니,26
120,배우자,남편님,26
124,학생,고3,25
125,기타가족,남매,24
125,연인,예랑,24
125,기타가족,친지,24
125,자녀,딸내미,24
129,자녀,아들램,22
129,배우자,남표니,22
129,배우자,예랑이,22
132,기타가족,외삼촌,21
133,기타가족,사촌동생,20
133,기타가족,시누,20
133,부모님,엄니,20
136,배우자,서방,19
136,싱글,독신,19
138,학생,중3,18
138,친구,베프,18
138,기타가족,이모님들,18
141,기타가족,태아,17
141,부모님,어무니,17
141,학생,고삼,17
141,자녀,아들래미,17
145,자녀,미성년자,16
145,자녀,아들내미,16
147,학생,고딩,15
147,부모님,시어머님,15
147,기타가족,손주,15
147,기타가족,시누이,15
147,연인,애인,15
152,자녀,울애,14
152,자녀,우리아들,14
154,배우자,남푠,13
154,기타가족,차남,13
154,기타가족,친정식구들,13
154,자녀,우리아이들,13
154,자녀,외동,13
154,자녀,우리애,13
154,배우자,마눌,13
154,기타가족,친정식구,13
162,연인,예비신부,12
162,자녀,울애기,12
162,배우자,예신,12
162,배우자,남펴니,12
162,자녀,큰아이,12
167,학생,고2,11
167,자녀,저희아들,11
167,배우자,울신랑,11
167,기타가족,막둥이,11
171,회사동료,회사사람,10
171,자녀,울아들,10
171,자녀,큰애,10
171,부모님,증조부,10
171,부모님,할무니,10
171,회사동료,여직원,10
171,부모님,할매,10
178,부모님,장인어른,9
178,기타가족,올케,9
178,연인,예비신랑,9
178,기타가족,효녀,9
178,부모님,할머님,9
178,부모님,할아부지,9
178,자녀,우리애들,9
178,배우자,마눌님,9
186,기타가족,사돈,8
186,부모님,어무이,8
186,자녀,큰아들,8
186,부모님,할배,8
186,배우자,주말부부,8
186,연인,남친님,8
192,기타가족,손주들,7
192,부모님,시아버님,7
192,부모님,친정어머니,7
192,학생,재수생,7
192,부모님,시모,7
197,친구,룸메,6
197,연인,남친몬,6
197,자녀,울딸,6
197,부모님,친정아빠,6
197,학생,초6,6
197,기타가족,숙부,6
203,기타가족,시동생,5
203,자녀,둘째아들,5
203,부모님,시아버지,5
203,부모님,외할아버지,5
203,학생,중딩,5
203,학생,초5,5
203,자녀,첫째딸,5
203,부모님,시엄마,5
203,자녀,아들녀석,5
203,학생,초3,5
213,부모님,증조모,4
