기준연월,동반유형명,언급건수
202001,기타가족,9677
202001,친구,5895
202001,부모님,5143
202001,회사동료,3191
202001,자녀,2925
202001,배우자,2329
202001,싱글,1639
202001,연인,1567
202001,학생,837
