순위,관광지ID,업소명,분류
1,aaa87c86646f26fb6d2303ee3ca586a5,더티트렁크,카페/찻집
2,bad006bbedb44e6e4ef07895a314e7e1,앤드테라스파주점,카페/찻집
3,4b7575d2a64ea3473880fe1838b6f3e2,갈릴리농원본관,전문음식
4,fd7d8928be0215068795e554cf4f0bbf,레드브릿지,카페/찻집
5,9937912f9b69fd3801ca420f673c36a2,반구정나루터집,전문음식
6,ca5d69dee48c1b93461ebc8491b6184f,문지리535,카페/찻집
7,c3ce179673329f9f3c80fa57913ad561,레드파이프,카페/찻집
8,a55248ebeba926e53528618f7ab6ac32,심학산도토리국수본점,한식
9,301a49db5cb084ebe041ff2f59c5714f,청산어죽,한식
10,ee1a0d56e766436beec174678b49d77b,삼고집파주점,한식
11,ff60878ce76ba222ffec402ec2429a12,버터킹빵공장,간이음식
12,d694e8d956aa03f0eea9daf57258d10c,아티장베이커스파주점,간이음식
13,811c4126a326250620de2e3d5ae16643,폴콘파주본점,카페/찻집
14,7046e3099bd4c3d0b249bed821f9d7c4,통일동산두부마을,전문음식
15,0a523af3b049c95f180988fd052d9eb3,브릭루즈,카페/찻집
16,f255cab9336d02381065a097816d5f14,가드너스,카페/찻집
17,e37b6ce6ac8684b377c1e37e473f5cc3,스타벅스파주야당DT점,카페/찻집
18,8abd20e849a08444ed3339238935e781,파주닭국수,한식
19,2323d47699cc1882afcfca3a67684074,FILLMOOD,카페/찻집
20,62138cde01f1ce7f817b2d68e203387d,황인용뮤직스페이스카메라타,카페/찻집
21,cbcf11a11d4483e4df3d13be179580c1,원조두지리매운탕본점,한식
22,95acd56ce59b557df4d1940dd740cd1a,라플란드,카페/찻집
23,65519b689137e2e8134ce656738f6fb5,국물없는우동,외국식
24,47c47a450c637ee4492d34f30f206863,양평해장국방축점,한식
25,a5f56696708a431401b65152a5c46c15,파주뼈칼국수교하제면소,한식
26,f9ab148ed48809e8c32941f3e2afb592,복많네해물칼국수파주출판단지본점,한식
27,c3c2e4e6bf13e664d0affbf723dd14ae,초계탕,한식
28,737857df34f7b244b683799e660d9fd7,심학산장어,전문음식
29,f3dc5cd3046bf706ccef8ffc575b131b,커피공장103헤이리점,카페/찻집
30,4aef56b098e7250a15f9b0b00b8392a4,벙커힐파주점,전문음식
31,6fbd5ff085952a5abac284b6883e30fa,밀크북,카페/찻집
32,8388c44321d9e5659df7cee7807f10db,메주꽃[한식],한식
33,9a47e6d29414f4fc652f1e727b9d4c4d,모쿠슈라1호점,전문음식
34,e8f4c954720c18756069c2b26c630d8f,이삭토스트파주운정이마트점,간이음식
35,850f95e73ff69b5b0dd61f8bd002eee7,오두산막국수본점,한식
36,ef3d7596e0d90b9615d64f0481abefcb,타샤의정원[한식],한식
37,f1d0688fd5bc1157bed02c6affde01d7,심학산두부마을,한식
38,862396d98989a5f7d58eba86064b02d4,테라스커피&국수,한식
39,c9acc7fb5a210fd8436a18acf26b0a63,파주돌짜장[중식],외국식
40,c7854514c1ab5d213113de0aca09eaf1,심학산뜨락,한식
41,2539e333aa03d1c09bbfad6e8545423b,키누카누파주야당점,전문음식
41,ffb6768bcd7f500e240ae4e0ce69b5e3,가림시골밥상,한식
43,7ef609196aaa77b9e05661c4c3ced6c9,조은도너츠,간이음식
44,e1ad4bb422c4422e405c2b422b431707,브런치빈운정점,전문음식
45,9e8fe09e49aa3b5bd371ab3d2fdff7c7,르시랑스,카페/찻집
46,c63dd07550fcb253cdcc0b6b46c4c771,스타벅스파주야당역점,카페/찻집
47,4a9cb8acade38f52e441e57d1b18a832,식물감각,전문음식
48,4aaee966bd76a8d4f9ce7ad11826b9a4,토향,한식
49,3ae3d535ac54cc1b4ae406963c4c3a33,카페8794,카페/찻집
50,af4f35cfdf6e6998842e33bf7a31330f,원조삼거리부대찌개,전문음식
51,12ee239d54de18eda86df68661c9ccb7,미메시스아트뮤지엄카페,카페/찻집
52,6ba152cbfbd8f4d384d461615e613acb,소령원숲속,전문음식
53,ebb2420d413fa8b9bb75802b554ca422,궁중영의정인절미떡집,간이음식
53,baed361595dc4b66ada52a89721f4ab4,전라도밥상,한식
55,a6f4edd7a93e34997d8d580de003a6a1,류재은베이커리행복점,간이음식
55,31974064a81a48004db0c43fbc18a2c1,카페카밍,카페/찻집
57,4dadd1c9700b53cc3022d2c0e204e6fb,옛날시골밥상[한식],한식
58,5abd935f9b4653331f8118e8e9e4e009,모아냉면,한식
59,d6caa36b6ac62d1ba88b39e6f4e29962,양순자낙지마당,전문음식
60,62d7b588d14fe671dc7b24c6e05fcd61,내사랑동까스,전문음식
61,59f77746add04627f8f0895c5489fc78,평양손만두파주운정점,한식
62,49f0135e7f9c9fb983305786120295df,스타벅스파주운정점,카페/찻집
63,60a6e729b516ac4d5beefe498c318762,파주방축골한우마을,한식
64,226f325a7b2e758117f6d8c3d12910f6,파베뉴,카페/찻집
65,ea338bb9f87e70dfcda107be605208a6,훈장골파주점,한식
66,e6ce3ea99bbf8c6ea1855aaaaa3676bb,개성손만두파주점,한식
67,5f84658bd256c59ab549c1521840e9cb,산에들에,한식
68,f79e99e78f8ac4ad4e24a31feb5561a9,나인블럭프로방스점,카페/찻집
69,2aa3609360bea13f635a5f7bf91ea318,무고레,한식
70,f6e394726cd758459b5882f64c2c6337,금촌야식,한식
71,088fe4582c122099f82164a7fd11729f,신간짬뽕금촌점 [중식],외국식
72,40a1fbfb5057863de6e260003c7d5998,버거킹파주야당역점,간이음식
73,f1504363268485568b0055e92d5a5c58,약선마을,한식
73,461cb896af28f86ecd40929980260df4,출렁다리국수,한식
75,231ba0589b7a5c78484ecd59d64b42c3,원조할머니묵집,한식
76,08ab684925efd205ca4e2338b843c1d1,류재은베이커리카페헤이리아트밸리점,간이음식
77,a9cef79b32f220fb8388088466bd10fa,피셔맨스키친파주운정점,외국식
78,120484ff236a194fb95830dc6acd3bbf,잇탈리헤이리점,외국식
79,75900729997344cac1b4cd73c5726081,강남면옥파주점,한식
80,d3fe3176f07e255a09046935344d9f67,원두막본점,한식
81,9108f498e83c548fa2d745f4d6b5a2f1,뇌조리국수집,한식
82,e32c66051693f94e93cb0ce058462fab,맷돌우리콩감자탕본점,한식
83,67bed2bdc8ff02441344b37082edf397,교하정,한식
84,5f6f2ee8fe37115f1e8cca7244dfe4aa,용궁칼국수파주본점,한식
85,1eae1e01b893ef1e9909f6a5d2fea8f1,전국목장연합,한식
85,2b83c60b1eeb03b3ea9ceb1288807727,류재은베이커리,간이음식
87,96b3759a49fc73efddf7c74ce0c88188,아이노스,카페/찻집
88,1f620da0bf6ff9fd73121f3afa32c9ac,무즐라,카페/찻집
88,01192407f6084dfc8693941a1b94b601,강릉해변메밀막국수광탄점,한식
