업종중분류명,지역명,비율
음식,인천광역시 연수구,34.7
쇼핑,인천광역시 연수구,28.6
문화관광,인천광역시 연수구,18.0
숙박,인천광역시 연수구,10.3
레저스포츠,인천광역시 연수구,4.9
기타관광,인천광역시 연수구,1.6
자연관광,인천광역시 연수구,1.4
역사관광,인천광역시 연수구,0.4
체험관광,인천광역시 연수구,0.0
