성/연령,지역명,비율
50대 남성,울산광역시 북구,13.6
40대 남성,울산광역시 북구,10.6
50대 여성,울산광역시 북구,10.5
30대 남성,울산광역시 북구,10.1
20대 남성,울산광역시 북구,8.9
40대 여성,울산광역시 북구,8.2
30대 여성,울산광역시 북구,7.5
60대 남성,울산광역시 북구,6.8
20대 여성,울산광역시 북구,6.6
60대 여성,울산광역시 북구,4.6
10대 남성,울산광역시 북구,4.0
10대 여성,울산광역시 북구,3.9
70대 이상 남성,울산광역시 북구,1.7
70대 이상 여성,울산광역시 북구,1.5
10대 미만 여성,울산광역시 북구,0.9
10대 미만 남성,울산광역시 북구,0.8
