기준연월,목적지 유형,목적지 검색량
202001,전체,325540
202001,숙박,11037
202001,음식,118249
202001,기타관광,63676
202001,문화관광,30677
202001,쇼핑,76946
202001,자연관광,2606
202001,역사관광,6717
202001,체험관광,1289
202001,레저스포츠,14343
