지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,872.0,2.96
41113,수원시 권선구,994.0,2.89
41115,수원시 팔달구,618.0,2.66
41117,수원시 영통구,876.0,2.96
41131,성남시 수정구,959.0,2.99
41133,성남시 중원구,1006.0,2.77
41135,성남시 분당구,849.0,3.06
41150,의정부시,1301.0,2.94
41171,안양시 만안구,940.0,2.84
41173,안양시 동안구,954.0,2.93
41190,부천시,1257.0,3.01
41210,광명시,741.0,2.88
41220,평택시,2046.0,3.0
41250,동두천시,1253.0,2.85
41271,안산시 상록구,1433.0,2.95
41273,안산시 단원구,1093.0,2.75
41281,고양시 덕양구,805.0,2.96
41285,고양시 일산동구,846.0,3.01
41287,고양시 일산서구,821.0,2.94
41290,과천시,550.0,2.93
41310,구리시,613.0,2.9
41360,남양주시,1086.0,2.9
41370,오산시,1267.0,2.97
41390,시흥시,1065.0,2.89
41410,군포시,1080.0,2.94
41430,의왕시,619.0,2.86
41450,하남시,668.0,2.94
41461,용인시 처인구,1040.0,2.75
41463,용인시 기흥구,969.0,2.98
41465,용인시 수지구,1116.0,2.99
41480,파주시,1204.0,2.91
41500,이천시,1096.0,2.89
41550,안성시,919.0,2.79
41570,김포시,1234.0,2.96
41590,화성시,1431.0,2.89
41610,광주시,935.0,2.88
41630,양주시,1028.0,2.8
41650,포천시,1108.0,2.51
41670,여주시,902.0,2.65
41800,연천군,1234.0,2.56
41820,가평군,933.0,2.23
41830,양평군,768.0,2.43
