거리구분명,방문자수,방문자비율
30km 미만,1368129.0,43.06
30km 이상 70km 미만,1496180.0,47.09
70km 이상 140km 미만 ,150832.0,4.75
140km 이상 190km 미만,51688.0,1.63
190km 이상 240km 미만,21840.0,0.69
240km 이상 ,88308.0,2.78
