순위,관광지ID,업소명,분류
1,dbc9168a6a836218c8f16ca21ca69aab,말똥도넛디저트타운파주점,카페/찻집
2,aaa87c86646f26fb6d2303ee3ca586a5,더티트렁크,카페/찻집
3,4b7575d2a64ea3473880fe1838b6f3e2,갈릴리농원본관,전문음식
4,357f0f3a1ef39f5f06dde3f2f6cc593e,뮌스터담,카페/찻집
5,bad006bbedb44e6e4ef07895a314e7e1,앤드테라스파주점,카페/찻집
6,9937912f9b69fd3801ca420f673c36a2,반구정나루터집,전문음식
7,a55248ebeba926e53528618f7ab6ac32,심학산도토리국수본점,한식
8,2323d47699cc1882afcfca3a67684074,FILLMOOD,카페/찻집
9,fd7d8928be0215068795e554cf4f0bbf,레드브릿지,카페/찻집
10,ca5d69dee48c1b93461ebc8491b6184f,문지리535,카페/찻집
11,ee1a0d56e766436beec174678b49d77b,삼고집파주점,한식
12,7046e3099bd4c3d0b249bed821f9d7c4,통일동산두부마을,전문음식
13,301a49db5cb084ebe041ff2f59c5714f,청산어죽,한식
14,c3ce179673329f9f3c80fa57913ad561,레드파이프,카페/찻집
15,0a523af3b049c95f180988fd052d9eb3,브릭루즈,카페/찻집
16,47c47a450c637ee4492d34f30f206863,양평해장국방축점,한식
17,2539e333aa03d1c09bbfad6e8545423b,키누카누파주야당점,전문음식
18,ff60878ce76ba222ffec402ec2429a12,버터킹빵공장,간이음식
19,4aaee966bd76a8d4f9ce7ad11826b9a4,토향,한식
20,f255cab9336d02381065a097816d5f14,가드너스,카페/찻집
21,4aef56b098e7250a15f9b0b00b8392a4,벙커힐파주점,전문음식
22,d694e8d956aa03f0eea9daf57258d10c,아티장베이커스파주점,간이음식
23,737857df34f7b244b683799e660d9fd7,심학산장어,전문음식
24,8abd20e849a08444ed3339238935e781,파주닭국수,한식
25,cbcf11a11d4483e4df3d13be179580c1,원조두지리매운탕본점,한식
26,2aa3609360bea13f635a5f7bf91ea318,무고레,한식
27,ef3d7596e0d90b9615d64f0481abefcb,타샤의정원[한식],한식
28,a5f56696708a431401b65152a5c46c15,파주뼈칼국수교하제면소,한식
29,f9ab148ed48809e8c32941f3e2afb592,복많네해물칼국수파주출판단지본점,한식
30,8388c44321d9e5659df7cee7807f10db,메주꽃[한식],한식
31,ea338bb9f87e70dfcda107be605208a6,훈장골파주점,한식
32,95acd56ce59b557df4d1940dd740cd1a,라플란드,카페/찻집
33,e37b6ce6ac8684b377c1e37e473f5cc3,스타벅스파주야당DT점,카페/찻집
34,52c607075a6901d9c6ffb28c4a3fc6af,연리희재,카페/찻집
35,65519b689137e2e8134ce656738f6fb5,국물없는우동,외국식
36,d3fe3176f07e255a09046935344d9f67,원두막본점,한식
37,2fba09bc89481d8b0307a2f3e59220d8,마롱리면사무소카페,카페/찻집
38,1da2b8cd21c2120c64604e65662c95e0,스타벅스파주문산DT점,카페/찻집
39,c9acc7fb5a210fd8436a18acf26b0a63,파주돌짜장[중식],외국식
40,f9f7656f775a725d2dde2b2df2900518,선불후면,한식
41,c7854514c1ab5d213113de0aca09eaf1,심학산뜨락,한식
42,e1ad4bb422c4422e405c2b422b431707,브런치빈운정점,전문음식
43,baed361595dc4b66ada52a89721f4ab4,전라도밥상,한식
44,f1d0688fd5bc1157bed02c6affde01d7,심학산두부마을,한식
45,62138cde01f1ce7f817b2d68e203387d,황인용뮤직스페이스카메라타,카페/찻집
46,ffb6768bcd7f500e240ae4e0ce69b5e3,가림시골밥상,한식
47,850f95e73ff69b5b0dd61f8bd002eee7,오두산막국수본점,한식
48,62d7b588d14fe671dc7b24c6e05fcd61,내사랑동까스,전문음식
49,811c4126a326250620de2e3d5ae16643,폴콘파주본점,카페/찻집
50,f1504363268485568b0055e92d5a5c58,약선마을,한식
51,c63dd07550fcb253cdcc0b6b46c4c771,스타벅스파주야당역점,카페/찻집
52,d6caa36b6ac62d1ba88b39e6f4e29962,양순자낙지마당,전문음식
53,eb0e176527018ed1872b057fc5a0ac42,청종나주곰탕파주본점,한식
54,ad88f58b3dbd5078c37a8b4106173c41,곤트란쉐리에파주점,간이음식
55,4b782d88bc6169887ab9283b0cc903c9,피스피스출판단지점,카페/찻집
56,c7bb71a6502db41ef51d298d514d2c79,사색찬미한정식[한식],한식
57,f3dc5cd3046bf706ccef8ffc575b131b,커피공장103헤이리점,카페/찻집
58,6ba152cbfbd8f4d384d461615e613acb,소령원숲속,전문음식
59,7ef609196aaa77b9e05661c4c3ced6c9,조은도너츠,간이음식
60,e6d011051a1014fd263c3b639797c9c7,출렁다리쌈밥마장호수본점,한식
61,e8f4c954720c18756069c2b26c630d8f,이삭토스트파주운정이마트점,간이음식
62,60a6e729b516ac4d5beefe498c318762,파주방축골한우마을,한식
63,67bed2bdc8ff02441344b37082edf397,교하정,한식
64,3ae3d535ac54cc1b4ae406963c4c3a33,카페8794,카페/찻집
65,3c456c9ff13a2e1aef79a7fc75fe88f0,롤키,카페/찻집
66,4dadd1c9700b53cc3022d2c0e204e6fb,옛날시골밥상[한식],한식
67,af4f35cfdf6e6998842e33bf7a31330f,원조삼거리부대찌개,전문음식
68,1eae1e01b893ef1e9909f6a5d2fea8f1,전국목장연합,한식
68,6fbd5ff085952a5abac284b6883e30fa,밀크북,카페/찻집
70,c3c2e4e6bf13e664d0affbf723dd14ae,초계탕,한식
71,22c7545017c005f942885bc8a3e2cd69,장어명가지중해,전문음식
72,7a7b99786e1481a0e4a8148e9e0de5c1,은아네한우소고기국밥,한식
73,90a0af0fbccebf1be0a853b80a7e42f0,두둑한한판,한식
74,c49c1d6e66adbdc8780c5633264f1506,별빛캠핑식당,전문음식
75,9e8fe09e49aa3b5bd371ab3d2fdff7c7,르시랑스,카페/찻집
76,7e9400eaa02c655471fb55461c134136,로빈의숲,한식
77,9108f498e83c548fa2d745f4d6b5a2f1,뇌조리국수집,한식
77,48778025abcee3befe4a1e09d50a2545,마장호수가든,한식
79,088fe4582c122099f82164a7fd11729f,신간짬뽕금촌점 [중식],외국식
80,fc6b3005546110626b40ac3d7d98bd03,샘뜰두부집,전문음식
81,b4698b22ed1401f23466a21a55d0cf21,소령원장단콩두부마을,한식
81,58b77483c5ee3733e6f573d26e5a55bd,초원오리농장,전문음식
83,3a6c3504fff5351cf14f44a2828f7a09,DMZ장단콩두부마을,한식
83,77ba4aa5dfd8b476c1efc560c8bad941,아늑,카페/찻집
85,9c39c1f02eb51ccb4179b835441ef224,흑사당,카페/찻집
85,5abd935f9b4653331f8118e8e9e4e009,모아냉면,한식
87,ebb2420d413fa8b9bb75802b554ca422,궁중영의정인절미떡집,간이음식
88,a92b5f46ac324d622594f9442aa7e600,억부인국수집,한식
89,1f620da0bf6ff9fd73121f3afa32c9ac,무즐라,카페/찻집
