업종중분류명,업체명,방문자수,순위
음식,가나안덕/일산본점,40.0,1
음식,설문커피,35.0,2
음식,일산칼국수/본점,31.0,3
음식,본구이/일산점,28.0,4
음식,포레스트아웃팅스/일산,23.0,5
음식,맥도날드/중산DT점,20.0,6
음식,롯데리아/일산마두점,14.0,7
음식,진밭국수,14.0,8
음식,메밀꽃이피었습니다/일산본점,14.0,9
음식,VIPS/일산점,14.0,10
쇼핑,라페스타,178.0,1
쇼핑,코스트코홀세일/일산점,125.0,2
쇼핑,벨라시타,78.0,3
쇼핑,롯데백화점/일산점,61.0,4
쇼핑,뉴코아아울렛/일산점,41.0,5
쇼핑,이마트/풍산점,33.0,6
쇼핑,홈플러스/일산점,27.0,7
쇼핑,롯데아울렛/고양터미널점,14.0,8
쇼핑,이마트/일산점,13.0,9
쇼핑,홈플러스/고양터미널점,13.0,10
문화관광,일산호수공원,160.0,1
문화관광,CGV/일산,36.0,2
문화관광,중산체육공원,12.0,3
문화관광,롯데시네마/라페스타,8.0,4
문화관광,고양아람누리,8.0,5
문화관광,일산풋볼파크,6.0,6
문화관광,메가박스/백석,4.0,7
문화관광,정발산공원,3.0,8
문화관광,고양장항야구장,3.0,9
문화관광,증권박물관,3.0,10
