업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,128,107,19.6,20159,18160,11.0
문화관광,4447,3475,28.0,20159,18160,11.0
쇼핑,1811,2375,-23.7,20159,18160,11.0
숙박,1079,808,33.5,20159,18160,11.0
역사관광,8,6,33.3,20159,18160,11.0
음식,12609,11304,11.5,20159,18160,11.0
자연관광,47,56,-16.1,20159,18160,11.0
체험관광,30,29,3.4,20159,18160,11.0
