국가명,비율(%)
중국,27.11
필리핀,16.53
기타,15.51
미국,14.44
인도,5.1
캐나다,4.88
인도네시아,4.08
러시아,2.31
일본,2.25
베트남,2.09
태국,1.34
독일,0.75
튀르키예,0.7
프랑스,0.48
대만,0.43
영국,0.38
말레이시아,0.38
몽골,0.27
싱가포르,0.21
홍콩,0.21
오스트레일리아,0.16
아랍에미리트,0.16
멕시코,0.16
사우디아라비아,0.05
