기준연월,목적지 유형,목적지 검색량
202010,전체,698260
202010,숙박,27605
202010,음식,212194
202010,기타관광,130074
202010,쇼핑,146611
202010,자연관광,12926
202010,문화관광,91534
202010,역사관광,14989
202010,체험관광,2371
202010,레저스포츠,59956
