업종중분류명,지역명,비율
음식,부산광역시 북구,43.8
기타관광,부산광역시 북구,17.6
문화관광,부산광역시 북구,11.2
쇼핑,부산광역시 북구,8.7
숙박,부산광역시 북구,8.5
자연관광,부산광역시 북구,5.3
레저스포츠,부산광역시 북구,4.4
역사관광,부산광역시 북구,0.5
