업종중분류명,지역명,비율
음식,광주광역시 서구,45.1
쇼핑,광주광역시 서구,18.2
기타관광,광주광역시 서구,12.4
문화관광,광주광역시 서구,12.2
숙박,광주광역시 서구,9.7
자연관광,광주광역시 서구,1.0
레저스포츠,광주광역시 서구,0.9
역사관광,광주광역시 서구,0.6
체험관광,광주광역시 서구,0.0
