업종중분류명,지역명,비율
음식,대전광역시 대덕구,44.0
쇼핑,대전광역시 대덕구,17.6
기타관광,대전광역시 대덕구,14.9
숙박,대전광역시 대덕구,10.3
문화관광,대전광역시 대덕구,7.0
자연관광,대전광역시 대덕구,3.5
레저스포츠,대전광역시 대덕구,2.4
역사관광,대전광역시 대덕구,0.3
체험관광,대전광역시 대덕구,0.0
