업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,480889.0
쇼핑업,레저용품쇼핑,2286.0
쇼핑업,기타관광쇼핑,186536.0
숙박업,호텔,1362.0
숙박업,기타숙박,5176.0
식음료업,일반외식업,89265.0
식음료업,제과음료업,20373.0
여가서비스업,관광유원시설,908.0
여가서비스업,골프장,31497.0
여가서비스업,기타레저,16024.0
여가서비스업,문화서비스,1827.0
운송업,육상운송,31211.0
의료웰니스업,의료관광,24626.0
의료웰니스업,뷰티,6788.0
