기준연월,업종대분류명,소비액(천원)
202204,전체,2076262.0
202204,숙박업,160130.0
202204,여행업,2863.0
202204,운송업,8469.0
202204,쇼핑업,503448.0
202204,여가서비스업,1401351.0
