업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,45.9,3.2
쇼핑업,기타관광쇼핑,45.9,29.3
쇼핑업,대형쇼핑몰,45.9,67.6
숙박업,호텔,0.7,12.4
숙박업,캠핑장/펜션,0.7,6.0
숙박업,기타숙박,0.7,81.6
식음료업,일반외식업,27.0,80.5
식음료업,제과음료업,27.0,19.5
여가서비스업,관광유원시설,11.3,4.1
여가서비스업,골프장,11.3,79.1
여가서비스업,기타레저,11.3,13.6
여가서비스업,문화서비스,11.3,3.2
여행업,여행업,0.0,100.0
운송업,렌터카,14.0,0.1
운송업,육상운송,14.0,99.9
의료웰니스업,의료관광,1.0,15.9
의료웰니스업,뷰티,1.0,84.1
