순위,분류,관련 키워드,언급건수
1,기타가족,가족,3716
2,친구,친구,2588
3,회사동료,직원,2003
4,기타가족,엄마,1488
5,부모님,아버지,1257
6,싱글,혼자,1243
7,자녀,학생,1206
8,부모님,부모,1133
9,친구,친구들,1114
10,자녀,자녀,1093
11,기타가족,가정,1048
12,배우자,남편,969
13,회사동료,대리,885
14,친구,지인,878
15,자녀,아들,865
16,부모님,부모님,772
17,부모님,아빠,750
18,자녀,청소년,649
19,연인,연인,538
20,기타가족,언니,527
21,연인,커플,516
22,기타가족,오빠,512
23,기타가족,동생,480
24,자녀,애들,423
25,회사동료,직원들,354
26,싱글,홀로,330
27,배우자,신랑,319
28,기타가족,동서,306
29,부모님,어머니,290
30,기타가족,이모,282
31,연인,남자친구,278
32,싱글,혼자서,274
33,배우자,부인,270
34,배우자,아내,266
34,자녀,딸,266
36,부모님,할머니,261
36,회사동료,동료,261
38,학생,초등학생,254
39,배우자,배우자,226
40,기타가족,장인,217
41,연인,여자친구,198
42,기타가족,형,195
43,학생,대학생,177
44,회사동료,부장,170
45,배우자,남편이랑,156
45,부모님,할아버지,156
45,싱글,싱글,156
48,기타가족,형제,152
49,회사동료,임원,144
50,기타가족,식구,141
51,기타가족,조카,140
52,배우자,와이프,139
53,자녀,장남,134
54,학생,중학생,132
55,기타가족,막내,131
56,자녀,자식,130
56,친구,프렌,130
56,부모님,엄마아빠,130
59,학생,고등학생,127
60,부모님,어머님,118
61,기타가족,누나,103
61,연인,남친,103
63,기타가족,친지,100
64,기타가족,효자,97
65,부모님,엄빠,96
66,기타가족,장모,94
67,기타가족,사촌,90
68,학생,초딩,87
69,친구,동창,82
70,기타가족,사위,79
71,기타가족,차남,78
71,기타가족,친척,78
73,배우자,신부,77
73,친구,칭구,77
75,기타가족,자매,72
76,기타가족,패밀리,70
77,부모님,아버님,69
77,기타가족,손자,69
79,자녀,미성년자,68
80,기타가족,온가족,60
81,자녀,우리아이,56
81,싱글,나홀로,56
83,연인,여친,54
84,자녀,딸아이,53
85,기타가족,남매,52
