기준연월,동반유형명,언급건수
202110,기타가족,11041
202110,자녀,5585
202110,부모님,5573
202110,친구,4937
202110,회사동료,3934
202110,배우자,2634
202110,싱글,2119
202110,연인,1821
202110,학생,988
