성/연령,지역명,비율
20대 남성,강원특별자치도 홍천군,14.3
50대 남성,강원특별자치도 홍천군,10.5
40대 남성,강원특별자치도 홍천군,9.3
50대 여성,강원특별자치도 홍천군,8.6
30대 남성,강원특별자치도 홍천군,8.6
60대 남성,강원특별자치도 홍천군,8.4
20대 여성,강원특별자치도 홍천군,6.9
30대 여성,강원특별자치도 홍천군,6.7
40대 여성,강원특별자치도 홍천군,6.6
60대 여성,강원특별자치도 홍천군,6.3
10대 남성,강원특별자치도 홍천군,3.9
10대 여성,강원특별자치도 홍천군,3.2
70대 이상 남성,강원특별자치도 홍천군,2.8
70대 이상 여성,강원특별자치도 홍천군,2.5
10대 미만 여성,강원특별자치도 홍천군,0.7
10대 미만 남성,강원특별자치도 홍천군,0.7
