성/연령,지역명,비율
50대 남성,전북특별자치도 무주군,13.0
40대 남성,전북특별자치도 무주군,11.8
20대 남성,전북특별자치도 무주군,10.0
50대 여성,전북특별자치도 무주군,9.4
30대 남성,전북특별자치도 무주군,9.0
60대 남성,전북특별자치도 무주군,8.8
40대 여성,전북특별자치도 무주군,7.4
30대 여성,전북특별자치도 무주군,6.0
20대 여성,전북특별자치도 무주군,5.5
60대 여성,전북특별자치도 무주군,5.4
10대 남성,전북특별자치도 무주군,4.1
10대 여성,전북특별자치도 무주군,3.0
70대 이상 남성,전북특별자치도 무주군,2.7
70대 이상 여성,전북특별자치도 무주군,2.5
10대 미만 남성,전북특별자치도 무주군,0.8
10대 미만 여성,전북특별자치도 무주군,0.7
