지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,1169.0,3.08
41113,수원시 권선구,1455.0,3.04
41115,수원시 팔달구,802.0,2.68
41117,수원시 영통구,1266.0,3.09
41131,성남시 수정구,1175.0,3.0
41133,성남시 중원구,1424.0,2.87
41135,성남시 분당구,1274.0,3.17
41150,의정부시,1918.0,3.04
41171,안양시 만안구,1233.0,2.91
41173,안양시 동안구,1339.0,2.99
41190,부천시,1766.0,3.09
41210,광명시,1211.0,3.01
41220,평택시,2649.0,3.2
41250,동두천시,1915.0,3.02
41271,안산시 상록구,2083.0,3.09
41273,안산시 단원구,1375.0,2.92
41281,고양시 덕양구,1173.0,3.11
41285,고양시 일산동구,1167.0,3.08
41287,고양시 일산서구,1193.0,3.06
41290,과천시,781.0,3.22
41310,구리시,922.0,2.96
41360,남양주시,1554.0,3.08
41370,오산시,1677.0,3.07
41390,시흥시,1289.0,2.98
41410,군포시,1559.0,3.04
41430,의왕시,933.0,3.01
41450,하남시,963.0,3.11
41461,용인시 처인구,1570.0,2.98
41463,용인시 기흥구,1538.0,3.16
41465,용인시 수지구,1840.0,3.21
41480,파주시,1354.0,3.02
41500,이천시,1520.0,3.06
41550,안성시,1441.0,3.0
41570,김포시,1683.0,3.17
41590,화성시,1951.0,3.08
41610,광주시,1354.0,3.08
41630,양주시,1402.0,3.02
41650,포천시,1473.0,2.8
41670,여주시,1200.0,2.9
41800,연천군,1598.0,2.79
41820,가평군,1374.0,2.38
41830,양평군,1102.0,2.67
