기준연월,목적지 유형,목적지 검색량
202011,전체,446586
202011,숙박,20102
202011,음식,142834
202011,기타관광,83670
202011,문화관광,45839
202011,쇼핑,95568
202011,자연관광,4778
202011,역사관광,8578
202011,체험관광,1135
202011,레저스포츠,44082
