기준연월,동반유형명,언급건수
202205,기타가족,13460
202205,부모님,6552
202205,친구,6259
202205,자녀,5454
202205,회사동료,4193
202205,배우자,2872
202205,싱글,2248
202205,연인,1902
202205,학생,1459
