순위,분류,관련 키워드,언급건수
1,기타가족,가족,3468
2,친구,친구,2439
3,회사동료,직원,2163
4,기타가족,엄마,1482
5,싱글,혼자,1184
6,부모님,부모,1136
7,기타가족,가정,1036
8,회사동료,대리,959
9,배우자,남편,943
10,친구,친구들,938
11,자녀,학생,870
12,친구,지인,845
13,부모님,부모님,756
14,부모님,아빠,683
15,자녀,아들,609
16,자녀,자녀,595
17,기타가족,언니,511
18,연인,연인,506
19,기타가족,동생,497
20,자녀,청소년,487
21,기타가족,오빠,482
22,연인,커플,417
23,회사동료,직원들,401
24,자녀,애들,396
25,배우자,부인,367
26,회사동료,부장,311
27,학생,초등학생,307
28,부모님,할머니,305
29,연인,남자친구,303
30,배우자,신랑,288
31,부모님,아버지,285
32,부모님,어머니,268
33,기타가족,동서,262
34,회사동료,동료,248
35,배우자,아내,241
36,싱글,혼자서,234
37,기타가족,이모,226
38,싱글,홀로,213
39,기타가족,장인,201
40,기타가족,장모,184
40,기타가족,고모,184
42,부모님,할아버지,166
43,기타가족,식구,164
44,자녀,딸,155
45,기타가족,형제,149
46,친구,프렌,148
47,학생,대학생,144
48,싱글,싱글,138
49,배우자,남편이랑,137
50,기타가족,효자,127
51,기타가족,조카,125
52,배우자,와이프,122
53,부모님,엄마아빠,119
53,연인,남친,119
55,자녀,자식,113
56,회사동료,임원,112
57,기타가족,패밀리,111
58,연인,여자친구,107
58,기타가족,친척,107
60,기타가족,손녀,105
60,기타가족,손자,105
62,기타가족,막내,104
63,기타가족,형,98
64,기타가족,누나,96
65,학생,고딩,94
65,부모님,어머님,94
67,부모님,엄빠,93
67,학생,중학생,93
69,학생,고등학생,91
70,기타가족,며느리,89
71,학생,초딩,84
72,부모님,아버님,81
73,배우자,배우자,75
74,기타가족,사촌,73
75,배우자,신부,68
75,자녀,장남,68
75,싱글,나홀로,68
78,부모님,시부,66
79,부모님,아비,65
79,회사동료,사원,65
81,기타가족,자매,63
82,기타가족,온가족,61
83,자녀,미성년자,59
84,학생,고3,57
84,친구,칭구,57
86,회사동료,차장,56
87,기타가족,삼촌,54
88,기타가족,사위,50
88,연인,남친이,50
90,부모님,아부지,48
91,기타가족,남매,46
92,싱글,나혼자,42
92,학생,중딩,42
92,자녀,아드님,42
95,기타가족,여동생,41
96,회사동료,직장동료,40
97,부모님,모녀,38
97,기타가족,시댁,38
99,자녀,우리아이,36
100,기타가족,형님,35
101,친구,절친,34
101,자녀,딸래미,34
101,기타가족,이모님,34
101,자녀,우리딸,34
105,부모님,외할머니,33
105,연인,여친,33
107,자녀,따님,32
107,부모님,시어머니,32
107,기타가족,남동생,32
110,기타가족,태아,31
110,자녀,딸아이,31
112,부모님,시부모,30
