기준연월,동반유형명,언급건수
202108,기타가족,10754
202108,부모님,4652
202108,친구,4515
202108,회사동료,4373
202108,자녀,3984
202108,배우자,2407
202108,싱글,1893
202108,연인,1623
202108,학생,1057
