기준연월,목적지 유형,목적지 검색량
202204,전체,696047
202204,숙박,30915
202204,음식,287777
202204,기타관광,96137
202204,쇼핑,113572
202204,자연관광,8747
202204,문화관광,84089
202204,역사관광,10519
202204,체험관광,2074
202204,레저스포츠,62217
