지표 코드,지표명,지표 순위값,지역명
1,방문자유입,73,연수구
2,숙박방문자 비율,72,연수구
3,체류시간,85,연수구
4,목적지 검색량,22,연수구
5,관광소비,51,연수구
1,방문자유입,50,서구
2,숙박방문자 비율,71,서구
3,체류시간,59,서구
4,목적지 검색량,63,서구
5,관광소비,48,서구
1,방문자유입,55,파주시
2,숙박방문자 비율,68,파주시
3,체류시간,111,파주시
4,목적지 검색량,10,파주시
5,관광소비,24,파주시
1,방문자유입,44,김포시
2,숙박방문자 비율,60,김포시
3,체류시간,60,김포시
4,목적지 검색량,32,김포시
5,관광소비,20,김포시
