업종중분류명,지역명,비율
음식,경상남도 김해시,46.4
쇼핑,경상남도 김해시,17.7
문화관광,경상남도 김해시,11.9
숙박,경상남도 김해시,6.1
레저스포츠,경상남도 김해시,5.7
기타관광,경상남도 김해시,4.9
자연관광,경상남도 김해시,4.4
역사관광,경상남도 김해시,2.3
체험관광,경상남도 김해시,0.7
