지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,871.0,2.9
41113,수원시 권선구,1038.0,2.82
41115,수원시 팔달구,600.0,2.56
41117,수원시 영통구,867.0,2.92
41131,성남시 수정구,884.0,2.86
41133,성남시 중원구,990.0,2.7
41135,성남시 분당구,816.0,2.98
41150,의정부시,1378.0,2.92
41171,안양시 만안구,851.0,2.78
41173,안양시 동안구,981.0,2.87
41190,부천시,1190.0,2.92
41210,광명시,703.0,2.81
41220,평택시,2250.0,3.03
41250,동두천시,1204.0,2.77
41271,안산시 상록구,1441.0,2.89
41273,안산시 단원구,1029.0,2.59
41281,고양시 덕양구,888.0,2.94
41285,고양시 일산동구,814.0,2.9
41287,고양시 일산서구,817.0,2.86
41290,과천시,526.0,2.95
41310,구리시,579.0,2.82
41360,남양주시,1116.0,2.8
41370,오산시,1257.0,2.92
41390,시흥시,1092.0,2.84
41410,군포시,1084.0,2.92
41430,의왕시,620.0,2.84
41450,하남시,660.0,2.88
41461,용인시 처인구,959.0,2.62
41463,용인시 기흥구,1024.0,2.97
41465,용인시 수지구,1148.0,2.96
41480,파주시,1195.0,2.84
41500,이천시,1050.0,2.84
41550,안성시,955.0,2.75
41570,김포시,1251.0,2.93
41590,화성시,1363.0,2.81
41610,광주시,1226.0,2.84
41630,양주시,1103.0,2.77
41650,포천시,1059.0,2.47
41670,여주시,931.0,2.62
41800,연천군,1251.0,2.55
41820,가평군,937.0,2.22
41830,양평군,927.0,2.44
