업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,52.6,2.4
쇼핑업,기타관광쇼핑,52.6,25.5
쇼핑업,대형쇼핑몰,52.6,72.1
숙박업,호텔,0.7,11.8
숙박업,캠핑장/펜션,0.7,6.4
숙박업,기타숙박,0.7,81.7
식음료업,일반외식업,23.8,80.5
식음료업,제과음료업,23.8,19.5
여가서비스업,관광유원시설,10.1,5.0
여가서비스업,골프장,10.1,78.3
여가서비스업,기타레저,10.1,12.4
여가서비스업,문화서비스,10.1,4.2
여행업,여행업,0.0,100.0
운송업,렌터카,11.9,0.0
운송업,육상운송,11.9,100.0
의료웰니스업,의료관광,0.8,16.8
의료웰니스업,뷰티,0.8,83.2
