국가명,비율(%)
중국,29.41
기타,20.02
인도네시아,8.8
미국,8.49
필리핀,8.29
인도,5.21
베트남,3.42
일본,3.13
태국,2.59
러시아,2.08
독일,1.96
프랑스,1.82
캐나다,0.88
영국,0.77
튀르키예,0.74
멕시코,0.74
말레이시아,0.4
카자흐스탄,0.4
대만,0.31
몽골,0.26
싱가포르,0.14
아랍에미리트,0.06
사우디아라비아,0.06
홍콩,0.03
