업종중분류명,지역명,비율
음식,경상남도 창원시 진해구,51.3
레저스포츠,경상남도 창원시 진해구,10.5
문화관광,경상남도 창원시 진해구,10.4
기타관광,경상남도 창원시 진해구,6.4
숙박,경상남도 창원시 진해구,5.7
자연관광,경상남도 창원시 진해구,5.5
쇼핑,경상남도 창원시 진해구,5.1
역사관광,경상남도 창원시 진해구,5.1
체험관광,경상남도 창원시 진해구,0.0
