성/연령,지역명,비율
50대 남성,강원특별자치도 원주시,10.4
50대 여성,강원특별자치도 원주시,10.3
20대 남성,강원특별자치도 원주시,8.8
40대 남성,강원특별자치도 원주시,8.6
30대 남성,강원특별자치도 원주시,8.5
60대 남성,강원특별자치도 원주시,8.4
40대 여성,강원특별자치도 원주시,8.0
20대 여성,강원특별자치도 원주시,7.8
30대 여성,강원특별자치도 원주시,7.5
60대 여성,강원특별자치도 원주시,7.0
10대 남성,강원특별자치도 원주시,3.7
10대 여성,강원특별자치도 원주시,3.4
70대 이상 여성,강원특별자치도 원주시,3.1
70대 이상 남성,강원특별자치도 원주시,3.0
10대 미만 여성,강원특별자치도 원주시,0.8
10대 미만 남성,강원특별자치도 원주시,0.7
