지표 코드,지표명,지표 순위값,지역명
1,방문자유입,49,유성구
2,숙박방문자 비율,52,유성구
3,체류시간,133,유성구
4,목적지 검색량,31,유성구
5,관광소비,16,유성구
1,방문자유입,52,파주시
2,숙박방문자 비율,63,파주시
3,체류시간,143,파주시
4,목적지 검색량,8,파주시
5,관광소비,25,파주시
1,방문자유입,59,김포시
2,숙박방문자 비율,73,김포시
3,체류시간,127,김포시
4,목적지 검색량,24,김포시
5,관광소비,24,김포시
1,방문자유입,15,화성시
2,숙박방문자 비율,10,화성시
3,체류시간,109,화성시
4,목적지 검색량,3,화성시
5,관광소비,11,화성시
