업종중분류명,지역명,비율
음식,인천광역시 서구,58.7
문화관광,인천광역시 서구,14.8
레저스포츠,인천광역시 서구,10.4
쇼핑,인천광역시 서구,8.7
숙박,인천광역시 서구,4.3
기타관광,인천광역시 서구,1.8
자연관광,인천광역시 서구,0.9
역사관광,인천광역시 서구,0.2
체험관광,인천광역시 서구,0.1
