year,month,순위,광역지자체명,기초지자체명,관광지명,입장객수,입장객 수 총계
2024,5,1,경기도,파주시,제3땅굴,36367,36367.0
2024,5,2,경기도,파주시,산머루농원,670,670.0
2024,5,3,경기도,파주시,우농타조농장,94,94.0
2024,5,4,경기도,파주시,율곡선생유적지,78,78.0
2024,5,5,경기도,파주시,헤이리예술마을,55,55.0
2024,5,6,경기도,파주시,황포돛배,47,47.0
2024,5,7,경기도,파주시,황희선생유적지,5,5.0
2024,5,8,경기도,파주시,두루뫼박물관,2,2.0
2024,5,9,경기도,파주시,파주장릉,1,1.0
