year,month,순위,광역지자체명,기초지자체명,관광지명,입장객수,입장객 수 총계
2024,4,1,경기도,파주시,제3땅굴,36285,36285.0
2024,4,2,경기도,파주시,산머루농원,590,590.0
2024,4,3,경기도,파주시,율곡선생유적지,67,67.0
2024,4,4,경기도,파주시,헤이리예술마을,45,45.0
2024,4,4,경기도,파주시,황포돛배,45,45.0
2024,4,5,경기도,파주시,우농타조농장,23,23.0
2024,4,6,경기도,파주시,황희선생유적지,11,11.0
2024,4,7,경기도,파주시,파주장릉,3,3.0
2024,4,8,경기도,파주시,파주삼릉,2,2.0
