year,month,순위,광역지자체명,기초지자체명,관광지명,입장객수,입장객 수 총계
2024,2,1,경기도,파주시,제3땅굴,12441,12441.0
2024,2,2,경기도,파주시,산머루농원,620,620.0
2024,2,3,경기도,파주시,율곡선생유적지,43,43.0
2024,2,4,경기도,파주시,헤이리예술마을,30,30.0
2024,2,5,경기도,파주시,우농타조농장,25,25.0
2024,2,6,경기도,파주시,파주삼릉,1,1.0
