year,month,시군구명,시도명,관광지명,구분
2024,2,파주시,경기도,파주 임진각(평화누리공원),역사관광지
2024,2,파주시,경기도,헤이리 예술마을,체험관광지
2024,2,파주시,경기도,마장호수,자연관광지
2024,2,파주시,경기도,퍼스트가든,자연관광지
2024,2,파주시,경기도,감악산 출렁다리,건축/조형물
2024,2,파주시,경기도,콩치노콩크리트,문화시설
2024,2,파주시,경기도,마장호수 출렁다리,건축/조형물
2024,2,파주시,경기도,벽초지수목원,자연관광지
2024,2,파주시,경기도,미메시스 아트 뮤지엄,문화시설
2024,2,파주시,경기도,도라전망대,건축/조형물
2024,2,파주시,경기도,판문점,역사관광지
2024,2,파주시,경기도,금촌장 (1_ 6일),쇼핑
2024,2,파주시,경기도,한반도생태평화 종합관광센터,자연관광지
2024,2,파주시,경기도,오두산 통일전망대,건축/조형물
2024,2,파주시,경기도,마장호수휴캠핑장,육상 레포츠
2024,2,파주시,경기도,임진강 황포돛배,휴양관광지
2024,2,파주시,경기도,서울액션스쿨 (마샬아트센터),육상 레포츠
2024,2,파주시,경기도,황희정승묘,역사관광지
2024,2,파주시,경기도,임진강 독개다리,역사관광지
2024,2,파주시,경기도,한국근현대사박물관,문화시설
2024,2,파주시,경기도,하니랜드,휴양관광지
2024,2,파주시,경기도,파평용연,역사관광지
2024,2,파주시,경기도,제3땅굴,역사관광지
2024,2,파주시,경기도,임진각수풀누리,휴양관광지
2024,2,파주시,경기도,솔가람 아트홀,문화시설
2024,2,파주시,경기도,헤이리시네마,문화시설
2024,2,파주시,경기도,교하스카이승마클럽,육상 레포츠
2024,2,파주시,경기도,재미있는 추억 박물관,문화시설
2024,2,파주시,경기도,통일촌장단콩마을,음식점
2024,2,파주시,경기도,공릉관광지캠핑장,육상 레포츠
2024,2,파주시,경기도,프로방스 마을,체험관광지
2024,2,파주시,경기도,청도훼미리랜드,휴양관광지
2024,2,파주시,경기도,옳은휴식하루,음식점
2024,2,파주시,경기도,파주 DMZ 곤돌라,역사관광지
2024,2,파주시,경기도,롯데 파주 프리미엄아울렛,쇼핑
2024,2,파주시,경기도,파주CC,육상 레포츠
2024,2,파주시,경기도,자유로레져 바다낚시터,수상 레포츠
2024,2,파주시,경기도,평화랜드,휴양관광지
2024,2,파주시,경기도,파주가야랜드,휴양관광지
2024,2,파주시,경기도,NFC(축구 국가대표팀 트레이닝 센터),육상 레포츠
