업종중분류명,지역명,비율
음식,경상남도 김해시,42.6
쇼핑,경상남도 김해시,22.8
문화관광,경상남도 김해시,11.5
레저스포츠,경상남도 김해시,7.7
숙박,경상남도 김해시,5.8
기타관광,경상남도 김해시,4.9
역사관광,경상남도 김해시,3.1
자연관광,경상남도 김해시,1.4
체험관광,경상남도 김해시,0.3
