지표 코드,지표명,지표 순위값,지역명
1,방문자유입,17,남양주시
2,숙박방문자 비율,19,남양주시
3,체류시간,101,남양주시
4,목적지 검색량,6,남양주시
5,관광소비,16,남양주시
1,방문자유입,38,파주시
2,숙박방문자 비율,48,파주시
3,체류시간,125,파주시
4,목적지 검색량,4,파주시
5,관광소비,18,파주시
1,방문자유입,42,김포시
2,숙박방문자 비율,47,김포시
3,체류시간,94,김포시
4,목적지 검색량,21,김포시
5,관광소비,24,김포시
1,방문자유입,43,광주시
2,숙박방문자 비율,90,광주시
3,체류시간,183,광주시
4,목적지 검색량,31,광주시
5,관광소비,65,광주시
