업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,40.9,3.4
쇼핑업,기타관광쇼핑,40.9,36.3
쇼핑업,대형쇼핑몰,40.9,60.3
숙박업,호텔,0.9,12.3
숙박업,캠핑장/펜션,0.9,6.6
숙박업,기타숙박,0.9,81.1
식음료업,일반외식업,30.2,81.3
식음료업,제과음료업,30.2,18.7
여가서비스업,관광유원시설,11.7,1.7
여가서비스업,골프장,11.7,79.5
여가서비스업,기타레저,11.7,11.9
여가서비스업,문화서비스,11.7,6.8
여행업,여행업,0.0,100.0
운송업,렌터카,15.2,0.1
운송업,육상운송,15.2,99.9
의료웰니스업,의료관광,1.0,15.6
의료웰니스업,뷰티,1.0,84.4
