기준연월,업종대분류명,소비액(천원)
202207,전체,1.1907988E8
202207,숙박업,1106904.0
202207,여행업,31965.0
202207,운송업,1.8133965E7
202207,쇼핑업,4.8672581E7
202207,여가서비스업,1.3940107E7
202207,의료웰니스업,1242068.0
202207,식음료업,3.595229E7
