업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,729416.0
쇼핑업,레저용품쇼핑,5180.0
쇼핑업,기타관광쇼핑,428282.0
숙박업,호텔,22371.0
숙박업,기타숙박,51781.0
식음료업,일반외식업,131192.0
식음료업,제과음료업,36201.0
여가서비스업,관광유원시설,1023.0
여가서비스업,골프장,37621.0
여가서비스업,기타레저,12649.0
여가서비스업,문화서비스,2141.0
여행업,여행업,52.0
운송업,육상운송,26177.0
운송업,렌터카,1670.0
의료웰니스업,의료관광,27767.0
의료웰니스업,뷰티,12422.0
