업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,100,214,-53.3,18454,16595,11.2
레저스포츠,242,155,56.1,18454,16595,11.2
문화관광,2082,1527,36.3,18454,16595,11.2
쇼핑,1963,2066,-5.0,18454,16595,11.2
숙박,766,561,36.5,18454,16595,11.2
역사관광,83,69,20.3,18454,16595,11.2
음식,13186,11980,10.1,18454,16595,11.2
자연관광,16,16,0.0,18454,16595,11.2
체험관광,16,7,128.6,18454,16595,11.2
