업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3252,3610,-9.9,35300,33148,6.5
레저스포츠,2010,1803,11.5,35300,33148,6.5
문화관광,3268,2846,14.8,35300,33148,6.5
쇼핑,6014,7012,-14.2,35300,33148,6.5
숙박,1068,813,31.4,35300,33148,6.5
역사관광,431,418,3.1,35300,33148,6.5
음식,18714,16096,16.3,35300,33148,6.5
자연관광,340,393,-13.5,35300,33148,6.5
체험관광,203,157,29.3,35300,33148,6.5
