업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3362,3825,-12.1,28587,26531,7.7
레저스포츠,2215,1979,11.9,28587,26531,7.7
문화관광,2883,2627,9.7,28587,26531,7.7
쇼핑,5096,5674,-10.2,28587,26531,7.7
숙박,926,828,11.8,28587,26531,7.7
역사관광,353,360,-1.9,28587,26531,7.7
음식,13360,10814,23.5,28587,26531,7.7
자연관광,274,298,-8.1,28587,26531,7.7
체험관광,118,126,-6.3,28587,26531,7.7
