업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4540,5015,-9.5,28312,26499,6.8
레저스포츠,3090,2871,7.6,28312,26499,6.8
문화관광,2665,2568,3.8,28312,26499,6.8
쇼핑,5212,5546,-6.0,28312,26499,6.8
숙박,911,780,16.8,28312,26499,6.8
역사관광,603,624,-3.4,28312,26499,6.8
음식,10678,8641,23.6,28312,26499,6.8
자연관광,394,340,15.9,28312,26499,6.8
체험관광,219,114,92.1,28312,26499,6.8
