업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,247572.0
쇼핑업,레저용품쇼핑,4213.0
쇼핑업,기타관광쇼핑,120523.0
숙박업,호텔,880.0
숙박업,기타숙박,73326.0
식음료업,일반외식업,70230.0
식음료업,제과음료업,9406.0
여가서비스업,관광유원시설,709.0
여가서비스업,골프장,24939.0
여가서비스업,기타레저,6305.0
여가서비스업,문화서비스,435.0
운송업,육상운송,13271.0
의료웰니스업,의료관광,11645.0
의료웰니스업,뷰티,3824.0
