업종중분류명,지역명,비율
음식,광주광역시 광산구,57.8
기타관광,광주광역시 광산구,11.7
문화관광,광주광역시 광산구,10.9
숙박,광주광역시 광산구,8.7
쇼핑,광주광역시 광산구,7.2
레저스포츠,광주광역시 광산구,3.2
역사관광,광주광역시 광산구,0.2
자연관광,광주광역시 광산구,0.1
체험관광,광주광역시 광산구,0.1
