업종중분류명,지역명,비율
음식,경기도 파주시,46.5
쇼핑,경기도 파주시,14.0
기타관광,경기도 파주시,12.7
문화관광,경기도 파주시,11.2
레저스포츠,경기도 파주시,8.1
숙박,경기도 파주시,4.8
역사관광,경기도 파주시,1.4
자연관광,경기도 파주시,1.0
체험관광,경기도 파주시,0.3
