업종중분류명,지역명,비율
음식,경기도 고양시 덕양구,46.0
쇼핑,경기도 고양시 덕양구,25.6
문화관광,경기도 고양시 덕양구,9.6
레저스포츠,경기도 고양시 덕양구,7.5
기타관광,경기도 고양시 덕양구,5.7
역사관광,경기도 고양시 덕양구,3.4
숙박,경기도 고양시 덕양구,1.8
체험관광,경기도 고양시 덕양구,0.3
자연관광,경기도 고양시 덕양구,0.1
