성/연령,지역명,비율
50대 남성,강원특별자치도 홍천군,10.7
40대 남성,강원특별자치도 홍천군,9.8
20대 남성,강원특별자치도 홍천군,9.7
50대 여성,강원특별자치도 홍천군,9.0
60대 남성,강원특별자치도 홍천군,8.7
30대 남성,강원특별자치도 홍천군,8.1
40대 여성,강원특별자치도 홍천군,7.8
30대 여성,강원특별자치도 홍천군,6.9
60대 여성,강원특별자치도 홍천군,6.8
20대 여성,강원특별자치도 홍천군,6.5
10대 남성,강원특별자치도 홍천군,4.3
10대 여성,강원특별자치도 홍천군,3.9
70대 이상 남성,강원특별자치도 홍천군,3.1
70대 이상 여성,강원특별자치도 홍천군,2.9
10대 미만 여성,강원특별자치도 홍천군,1.0
10대 미만 남성,강원특별자치도 홍천군,0.9
