업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,101,87,16.1,22339,11350,96.8
레저스포츠,958,658,45.6,22339,11350,96.8
문화관광,1216,559,117.5,22339,11350,96.8
쇼핑,8410,3808,120.9,22339,11350,96.8
숙박,345,157,119.7,22339,11350,96.8
역사관광,651,343,89.8,22339,11350,96.8
음식,10617,5726,85.4,22339,11350,96.8
자연관광,6,,,22339,11350,96.8
체험관광,35,12,191.7,22339,11350,96.8
