기준연월,업종대분류명,소비액(천원)
202005,전체,1.12460701E8
202005,숙박업,723274.0
202005,여행업,250142.0
202005,운송업,9983462.0
202005,쇼핑업,5.9386278E7
202005,여가서비스업,1.1461363E7
202005,의료웰니스업,1144828.0
202005,식음료업,2.9511355E7
