업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,413219.0
쇼핑업,레저용품쇼핑,3102.0
쇼핑업,기타관광쇼핑,48751.0
숙박업,캠핑장/펜션,70.0
숙박업,기타숙박,1153.0
식음료업,일반외식업,32390.0
식음료업,제과음료업,7628.0
여가서비스업,관광유원시설,620.0
여가서비스업,골프장,12334.0
여가서비스업,기타레저,4260.0
여가서비스업,문화서비스,328.0
여행업,여행업,9.0
운송업,육상운송,4176.0
의료웰니스업,의료관광,2823.0
의료웰니스업,뷰티,2203.0
