year,month,순위,분류,관련 키워드,언급건수
2024,9,1,휴식/힐링,힐링,2283
2024,9,2,휴식/힐링,나들이,1578
2024,9,3,레포츠,캠핑,1510
2024,9,4,기타,투어,1073
2024,9,5,레포츠,등산,684
2024,9,6,레포츠,빠지,665
2024,9,7,휴식/힐링,피크닉,623
2024,9,8,기타,데이트코스,275
2024,9,9,레포츠,글램핑,270
2024,9,10,레포츠,낚시,234
2024,9,11,레포츠,레저,210
2024,9,12,휴식/힐링,즐길거리,192
2024,9,13,레포츠,산행,176
2024,9,14,휴식/힐링,휴양,174
2024,9,15,휴식/힐링,불멍,169
2024,9,16,기타,해외여행,136
2024,9,17,기타,답사,128
2024,9,18,레포츠,트레킹,120
2024,9,19,레포츠,스키,117
2024,9,20,레포츠,차박,109
2024,9,21,휴식/힐링,재충전,108
2024,9,22,레포츠,카약,86
2024,9,23,미식,먹부림,82
2024,9,24,휴식/힐링,물멍,69
2024,9,25,휴식/힐링,테라피,66
2024,9,26,미식,카페투어,65
2024,9,27,레포츠,오토캠핑,63
2024,9,28,휴식/힐링,호캉스,62
2024,9,29,레포츠,레포츠,56
2024,9,30,휴식/힐링,가을여행,54
2024,9,31,휴식/힐링,드라이브코스,53
2024,9,32,레포츠,클라이밍,49
2024,9,33,레포츠,하이킹,47
2024,9,34,레포츠,짚라인,46
2024,9,35,휴식/힐링,야영,45
2024,9,36,레포츠,캠크닉,42
2024,9,36,레포츠,캠프파이어,42
2024,9,38,레포츠,서핑,41
2024,9,39,레포츠,수상자전거,38
2024,9,40,레포츠,스노쿨링,37
2024,9,41,기타,일본여행,36
2024,9,42,레포츠,프리다이빙,35
2024,9,42,레포츠,백패킹,35
2024,9,42,레포츠,트래킹,35
2024,9,45,레포츠,스노클링,34
2024,9,45,레포츠,수상레저,34
2024,9,45,레포츠,스쿠버,34
2024,9,48,미식,빵지순례,33
2024,9,49,미식,맛집탐방,32
2024,9,50,휴식/힐링,노을뷰,31
2024,9,51,레포츠,ssi,30
2024,9,52,레포츠,스킨스쿠버,29
2024,9,53,미식,고기파티,28
2024,9,53,레포츠,스킨다이빙,28
2024,9,53,레포츠,cmas,28
2024,9,53,레포츠,padi,28
2024,9,53,레포츠,오픈워터,28
2024,9,58,휴식/힐링,촌캉스,27
2024,9,59,레포츠,래프팅,25
2024,9,60,레포츠,오프로드,24
2024,9,60,기타,부산여행,24
2024,9,62,휴식/힐링,신혼여행,23
2024,9,63,레포츠,바다낚시,22
2024,9,63,레포츠,캠프닉,22
2024,9,65,미식,맛집투어,20
2024,9,66,체험,템플스테이,19
2024,9,67,레포츠,골프여행,18
2024,9,67,휴식/힐링,힐링여행,18
2024,9,67,레포츠,캠핑족,18
2024,9,70,체험,시티투어,17
2024,9,71,레포츠,웨이크보드,16
2024,9,72,기타,스탬프투어,15
2024,9,73,휴식/힐링,단풍놀이,14
2024,9,73,기타,추억여행,14
2024,9,75,레포츠,게이트볼,13
2024,9,75,체험,동물체험,13
2024,9,77,체험,미술체험,12
2024,9,77,기타,걷기여행,12
2024,9,77,미식,바베큐파티,12
2024,9,80,기타,유럽여행,11
2024,9,80,체험,생태체험,11
2024,9,80,체험,숲체험,11
2024,9,80,휴식/힐링,근교여행,11
2024,9,80,레포츠,수상스키,11
2024,9,80,체험,수학여행,11
2024,9,80,휴식/힐링,일광욕,11
2024,9,87,휴식/힐링,생태관광,10
2024,9,88,체험,갯벌체험,9
2024,9,88,체험,공포체험,9
2024,9,88,체험,먹이주기체험,9
2024,9,88,체험,승마체험,9
2024,9,88,기타,세계여행,9
2024,9,93,체험,공예체험,8
2024,9,93,체험,전통놀이체험,8
2024,9,93,체험,vr체험,8
2024,9,93,기타,도보여행,8
2024,9,93,레포츠,모토캠핑,8
2024,9,93,체험,농촌체험,8
2024,9,99,기타,역사여행,7
2024,9,99,레포츠,골프투어,7
2024,9,99,체험,도자기체험,7
2024,9,99,체험,역사체험,7
2024,9,99,레포츠,스케이트보드,7
2024,9,99,레포츠,스쿼시,7
2024,9,105,레포츠,스노우보드,6
2024,9,105,체험,쿠킹클래스,6
2024,9,105,레포츠,노지캠핑,6
2024,9,105,기타,제주여행,6
2024,9,105,기타,기차여행,6
2024,9,105,휴식/힐링,허니문,6
2024,9,105,레포츠,패러글라이딩,6
2024,9,105,휴식/힐링,차크닉,6
2024,9,105,레포츠,번지점프,6
2024,9,114,체험,동물먹이주기체험,5
2024,9,114,체험,다도체험,5
2024,9,114,체험,수확체험,5
2024,9,114,휴식/힐링,북캉스,5
2024,9,114,레포츠,레저스포츠,5
2024,9,114,레포츠,감성캠핑,5
2024,9,114,체험,딸기체험,5
2024,9,114,레포츠,해양레저,5
2024,9,122,체험,한옥스테이,4
2024,9,122,기타,테마여행,4
2024,9,122,체험,낚시체험,4
2024,9,122,체험,야경투어,4
2024,9,122,기타,세계일주,4
2024,9,122,체험,물레체험,4
2024,9,122,레포츠,카라반캠핑,4
2024,9,122,체험,국궁체험,4
2024,9,122,레포츠,스카이다이빙,4
2024,9,122,기타,소싸움,4
2024,9,122,레포츠,산악오토바이,4
2024,9,133,기타,제주도여행,3
2024,9,133,레포츠,민물낚시,3
2024,9,133,미식,먹킷리스트,3
2024,9,133,미식,빵투어,3
