year,month,동반유형명,언급건수
2024,7,기타가족,19064
2024,7,친구,10651
2024,7,부모님,8038
2024,7,자녀,7700
2024,7,회사동료,7171
2024,7,배우자,3797
2024,7,싱글,3275
2024,7,연인,3033
2024,7,학생,2744
