year,month,동반유형명,언급건수
2025,2,기타가족,16082
2025,2,친구,10888
2025,2,부모님,9986
2025,2,회사동료,7059
2025,2,자녀,6003
2025,2,싱글,3155
2025,2,배우자,2963
2025,2,연인,2603
2025,2,학생,1835
