year,month,동반유형명,언급건수
2024,9,기타가족,18827
2024,9,친구,9227
2024,9,부모님,8673
2024,9,회사동료,6637
2024,9,자녀,6495
2024,9,배우자,3775
2024,9,싱글,3725
2024,9,연인,2869
2024,9,학생,1656
