year,month,동반유형명,언급건수
2024,10,기타가족,19566
2024,10,친구,10166
2024,10,부모님,8309
2024,10,자녀,7301
2024,10,회사동료,6719
2024,10,싱글,4098
2024,10,배우자,4085
2024,10,연인,3342
2024,10,학생,1761
